Time,Open,High,Low,Last,Change,Volume
07/15/13,300.11,304.78,281.12,300.73,19.61,"24,898,000"
07/12/13,282.97,283.24,280.36,281.12,-1.31,"2,235,100"
07/11/13,281.02,282.51,279.96,282.43,2.79,"3,208,200"
07/10/13,276.93,279.89,275.74,279.64,3.84,"3,200,700"
07/09/13,277.03,278.27,273.03,275.8,-2.47,"4,218,800"
07/08/13,279.41,279.88,277.03,278.27,0.27,"2,754,200"
07/05/13,279,279.68,277.29,278,-1.04,"2,927,500"
07/04/13,278.51,280.31,278.21,279.04,-0.05,"1,001,700"
07/03/13,283.18,283.55,277.38,279.09,-4.46,"2,291,100"
07/02/13,283.12,283.55,280.96,283.55,1.3,"2,363,500"
06/28/13,279.41,283.41,279.35,282.25,2.88,"2,621,700"
06/27/13,280.56,281.17,278.98,279.37,-0.28,"3,653,300"
06/26/13,277.14,280.24,276.33,279.65,3.38,"3,029,700"
06/25/13,275.01,277.08,273.19,276.27,2.72,"3,833,700"
06/24/13,275.98,276.84,272.25,273.55,-3.26,"3,041,000"
06/21/13,277.21,279.35,276.68,276.81,0.05,"5,523,300"
06/20/13,278.2,279.29,276.49,276.76,-2.53,"4,999,300"
06/19/13,278.75,280.61,277.98,279.29,0.46,"3,157,100"
06/18/13,276.76,279.11,275.92,278.83,2.91,"3,371,600"
06/17/13,271.31,277.82,270.11,275.92,5.81,"3,306,200"
06/14/13,270.43,272.26,269.22,270.11,-0.55,"3,162,100"
06/13/13,264.45,271.44,264.02,270.66,6.07,"4,738,400"
06/12/13,266.54,266.82,264.48,264.59,-2.23,"3,390,500"
06/11/13,269.24,270.26,266.59,266.82,-3.44,"2,790,700"
06/10/13,268.39,270.57,267.44,270.26,1.53,"2,034,500"
06/07/13,270,270.04,268.04,268.73,-1.31,"2,018,200"
06/06/13,270.87,271.41,268.33,270.04,-1.37,"2,546,300"
06/05/13,273.05,273.29,270.47,271.41,-1.88,"3,329,500"
06/04/13,276.48,276.48,272.49,273.29,-3.19,"3,542,000"
06/03/13,273.78,278.03,273.78,276.48,2.63,"2,676,900"
05/31/13,275.11,276.36,273.54,273.85,-2.51,"3,765,800"
05/30/13,277.23,277.72,276.27,276.36,-0.89,"5,195,900"
05/29/13,278.22,279.73,276.99,277.25,-1.95,"3,944,200"
05/28/13,279.47,280.55,278.43,279.2,0.77,"3,438,400"
05/27/13,278.31,278.88,277.77,278.43,-0.45,"2,232,800"
05/24/13,279.03,279.58,278.26,278.88,-0.51,"2,419,500"
05/23/13,281.54,282.2,279.12,279.39,-2.81,"3,001,100"
05/22/13,283.55,286.2,281.77,282.2,-0.92,"3,785,000"
05/21/13,282.55,285.28,282,283.12,0.65,"2,997,800"
05/17/13,277.71,282.84,277.18,282.47,3.83,"2,084,100"
05/16/13,276.82,278.69,276.25,278.64,1.74,"1,693,300"
05/15/13,277.14,277.85,276.21,276.9,-0.88,"2,497,300"
05/14/13,277.38,278.98,277.21,277.78,0.17,"2,428,900"
05/13/13,276.65,277.87,275.4,277.61,0.88,"2,196,100"
05/10/13,277.77,278.47,276.29,276.73,-0.75,"1,822,300"
05/09/13,278.42,279.38,277.16,277.48,-0.92,"2,364,200"
05/08/13,276.45,279.46,276.45,278.4,1.72,"2,408,600"
05/07/13,275.2,277.61,275.2,276.68,1.42,"3,193,100"
05/06/13,276.68,277.79,275.1,275.26,-2.17,"3,360,900"
05/03/13,277.49,278.05,276.02,277.43,1.41,"4,461,600"
05/02/13,272.19,276.27,271.52,276.02,3.18,"5,218,800"
05/01/13,273.21,275.02,272.23,272.84,-0.02,"6,749,300"
04/30/13,268.04,273.07,266.97,272.86,4.15,"4,313,200"
04/29/13,267.55,268.99,266.94,268.71,1.77,"1,815,300"
04/26/13,266.3,267.72,266.05,266.94,0.27,"2,729,400"
04/25/13,265.87,268.06,264.27,266.67,0.71,"2,873,800"
04/24/13,266.33,267.48,264.83,265.96,0.16,"2,480,800"
04/23/13,264.78,266.15,264.65,265.8,0.84,"2,829,100"
04/22/13,265.92,266.19,263.32,264.96,-1,"2,396,000"
04/19/13,262.97,266.18,262.75,265.96,2.15,"2,217,600"
04/18/13,263.66,264.55,262.81,263.81,1,"2,832,600"
04/17/13,261.39,262.85,260.13,262.81,1.02,"4,471,900"
04/16/13,259.25,262.15,258.72,261.79,2.17,"2,424,100"
04/15/13,260.06,261.42,259.32,259.62,-1.17,"5,821,700"
04/12/13,260.82,261.74,260.25,260.79,-0.01,"2,238,100"
04/11/13,259.57,261.02,259.3,260.8,0.67,"2,165,800"
04/10/13,258.21,260.52,257.99,260.13,1.76,"3,737,100"
04/09/13,256.77,258.55,255.95,258.37,2.16,"2,598,200"
04/08/13,256.51,256.89,255.23,256.21,-0.68,"2,299,100"
04/05/13,255.9,257.16,255.05,256.89,-0.27,"2,324,200"
04/04/13,257.13,258.04,256.74,257.16,-0.36,"2,143,200"
04/03/13,260.98,260.98,256.76,257.52,-2.88,"5,798,700"
04/02/13,258.25,260.74,258.14,260.4,2.28,"2,484,600"
04/01/13,259.96,260.42,257.98,258.12,-2.3,"1,906,700"
03/28/13,257.92,260.43,257.31,260.42,1.68,"2,763,600"
03/27/13,256.38,259,254.77,258.74,1.95,"3,339,100"
03/26/13,256.08,257.15,255.31,256.79,0.64,"2,203,500"
03/25/13,256.86,257.54,255.42,256.15,-0.24,"2,396,600"
03/22/13,256.24,257.68,255.71,256.39,0.68,"2,053,000"
03/21/13,256.48,256.95,255.6,255.71,-0.16,"2,710,600"
03/20/13,256.46,256.55,255.49,255.87,0.07,"2,499,500"
03/19/13,255.22,257.07,253.48,255.8,0.03,"4,044,300"
03/18/13,254.09,256.18,254.04,255.77,0.73,"1,969,600"
03/15/13,255.59,256.88,255.03,255.04,-0.79,"5,695,300"
03/14/13,254.56,256.33,253.52,255.83,1.73,"2,537,100"
03/13/13,256.44,256.8,253.88,254.1,-2.62,"2,111,500"
03/12/13,258.13,258.36,256.5,256.72,-1.66,"1,942,400"
03/11/13,258.52,259.44,257.95,258.38,-1.06,"2,660,800"
03/08/13,258.36,259.49,258.25,259.44,1.19,"2,138,500"
03/07/13,257.83,258.84,257.21,258.25,0.79,"2,135,400"
03/06/13,257.45,258.19,256.36,257.46,1.1,"1,691,600"
03/05/13,257.3,258.23,255.97,256.36,-0.56,"2,190,400"
03/04/13,256.16,257.58,255.06,256.92,0.77,"2,510,300"
03/01/13,257.1,257.44,254.63,256.15,-1.29,"2,270,200"
02/28/13,252.73,257.62,252.73,257.44,4.57,"3,620,600"
02/27/13,251.59,253.58,251.59,252.87,0.68,"2,101,900"
02/26/13,251.03,252.26,250.38,252.19,0.91,"2,025,900"
02/25/13,254.24,254.84,250.84,251.28,-2.37,"2,525,500"
02/22/13,252.35,254.28,252.23,253.65,0.74,"2,439,400"
02/21/13,252.23,253.22,250.91,252.91,0.06,"2,590,700"
02/20/13,253.83,254.14,251.95,252.85,-1.29,"3,514,900"
02/19/13,252.76,254.64,252.05,254.14,2.09,"2,694,500"
02/15/13,250.48,252.12,250.47,252.05,0.99,"2,402,600"
02/14/13,252.04,252.1,250.77,251.06,-1.19,"3,451,000"
02/13/13,253.58,253.58,251.74,252.25,-0.9,"2,524,200"
02/12/13,252.73,254.29,252.63,253.15,0.46,"2,935,400"
02/11/13,253.56,253.89,252.68,252.69,-1.15,"2,011,600"
02/08/13,252.74,254.78,252.73,253.84,0.91,"1,933,900"
02/07/13,252.24,253.56,251.79,252.93,1.14,"3,102,200"
02/06/13,247.65,252.2,247.65,251.79,4.14,"3,067,900"
02/05/13,245.93,248,245.88,247.65,1.77,"2,476,400"
02/04/13,245.01,246.38,244.15,245.88,-0.5,"3,329,000"
02/01/13,245.83,246.86,245.12,246.38,1.06,"2,680,500"
01/31/13,246.64,246.97,244.95,245.32,-1.56,"2,793,700"
01/30/13,247.63,248.24,246.32,246.88,-0.93,"1,850,300"
01/29/13,247.4,247.89,246.25,247.81,0.91,"2,997,100"
01/28/13,247.47,247.47,246.56,246.9,-0.24,"1,753,500"
01/25/13,246.73,247.34,246.23,247.14,0.72,"2,483,100"
01/24/13,246.69,246.7,245.94,246.42,0.08,"3,425,900"
01/23/13,245.95,246.67,245.19,246.34,-0.33,"4,448,700"
01/22/13,246.62,247.19,246.29,246.67,-0.15,"4,349,800"
01/21/13,246.49,247,246.06,246.82,0.72,"3,232,700"
01/18/13,248.84,249.65,245.95,246.1,-2.98,"4,391,900"
01/17/13,248.16,249.67,248.01,249.08,1.05,"1,915,200"
01/16/13,246.83,248.36,246.38,248.03,0.39,"1,336,800"
01/15/13,246,247.8,245.87,247.64,0.67,"3,430,000"
01/14/13,246.45,246.97,245.47,246.97,0.27,"2,114,600"
01/11/13,245.41,246.7,245.32,246.7,1.38,"1,883,500"
01/10/13,245.06,245.45,244.17,245.32,1.15,"2,042,500"
01/09/13,244.67,245.03,243.27,244.17,-0.79,"3,012,000"
01/08/13,245.53,245.85,244.45,244.96,-0.54,"2,608,600"
01/07/13,246.63,247.17,244.57,245.5,-1.67,"1,997,500"
01/04/13,245.91,247.29,245.73,247.17,0.75,"2,095,800"
01/03/13,247.93,248.3,245.84,246.42,-1.88,"1,905,500"
01/02/13,249.07,249.07,247.14,248.3,0.65,"2,526,900"
12/31/12,246.07,248.09,245.96,247.65,1.1,"1,062,300"
12/28/12,246.06,247.02,246.06,246.55,-0.2,"902,900"
12/27/12,245.3,246.76,244.85,246.75,0.26,"1,554,900"
12/24/12,245.72,247.35,245.62,246.49,0.44,"590,200"
12/21/12,246.62,247.44,245.88,246.05,-0.56,"4,122,100"
12/20/12,246.2,246.96,245.83,246.61,0.31,"2,617,100"
12/19/12,245.22,246.32,244.9,246.3,0.81,"3,768,200"
12/18/12,245.32,245.76,244.49,245.49,0.36,"3,704,900"
12/17/12,244.62,245.59,244.62,245.13,0.19,"5,618,300"
12/14/12,245.98,246.55,244.28,244.94,-1.41,"6,815,200"
12/13/12,246.05,246.85,245.94,246.35,-0.43,"6,485,400"
12/12/12,244.48,246.87,244.48,246.78,1.97,"9,677,900"
12/11/12,243.16,245.4,242.97,244.81,1.81,"4,683,700"
12/10/12,241.27,243.08,241.22,243,1.78,"8,860,300"
12/07/12,241.39,241.71,240.33,241.22,0.87,"16,587,500"
12/06/12,243.47,243.79,237.45,240.35,2.9,"15,418,500"
12/05/12,236.6,237.87,236.1,237.45,1.24,"3,865,600"
12/04/12,236.11,236.59,235.68,236.21,-0.38,"6,123,200"
12/03/12,235.94,236.72,235.02,236.59,2.03,"7,128,600"
11/30/12,233.64,234.56,233.35,234.56,1.03,"4,761,200"
11/29/12,232.95,233.72,232.33,233.53,1.2,"2,532,300"
11/28/12,230.1,232.47,229.2,232.33,1.52,"2,725,300"
11/27/12,231.63,231.82,230.19,230.81,-0.96,"3,629,800"
11/26/12,232.57,233,231.6,231.77,-1.23,"2,435,900"
11/23/12,231.74,233,231.74,233,0.81,"1,328,500"
11/22/12,231.05,232.19,231.05,232.19,0.89,"711,200"
11/21/12,230.5,231.34,230.46,231.3,0.14,"3,361,200"
11/20/12,232.62,232.84,230.59,231.16,-1.68,"7,949,200"
11/19/12,231.74,232.84,231.13,232.84,1.82,"2,002,900"
11/16/12,231.15,231.15,229.5,231.02,-0.15,"2,689,000"
11/15/12,231.49,232.03,229.91,231.17,-0.86,"3,044,800"
11/14/12,231.96,233.15,230.99,232.03,0.67,"4,427,800"
11/13/12,230.17,232.32,230.17,231.36,0.83,"3,938,000"
11/12/12,230.23,230.91,230.18,230.53,0.29,"2,075,300"
11/09/12,230.36,230.96,229.56,230.24,0.24,"2,368,600"
11/08/12,230.04,230.31,229.75,230,-0.17,"2,289,100"
11/07/12,231.9,232.01,230.02,230.17,-1.7,"2,115,500"
11/06/12,231.74,232.54,231.22,231.87,0.33,"4,714,500"
11/05/12,231.52,232.69,231.26,231.54,-0.87,"4,626,100"
11/02/12,234.83,234.98,232.41,232.41,-1.97,"4,103,100"
11/01/12,232.45,234.54,232.42,234.38,1.38,"6,762,500"
10/31/12,231.53,233.76,231.45,233,1.26,"3,648,900"
10/30/12,230.63,232.07,229.95,231.74,1.56,"1,876,800"
10/29/12,230.06,230.68,229.34,230.18,0.52,"2,421,200"
10/26/12,229.33,230.93,229.19,229.66,0.22,"5,109,300"
10/25/12,229.67,230.02,228.87,229.44,0.39,"2,986,600"
10/24/12,228.85,229.3,228.57,229.05,-0.07,"2,640,700"
10/23/12,229.11,230.65,227.53,229.12,-1.7,"8,148,900"
10/22/12,230.14,230.89,229.32,230.82,0.14,"5,856,400"
10/19/12,230.92,231.73,230.16,230.68,-0.99,"5,602,000"
10/18/12,232.51,232.57,231.19,231.67,-0.86,"3,645,500"
10/17/12,232.08,232.63,231.97,232.53,0.34,"7,797,200"
10/16/12,230.44,232.4,230.24,232.19,1.95,"3,133,900"
10/15/12,230.35,230.48,229.62,230.24,0.23,"2,484,800"
10/12/12,230.26,230.81,229.38,230.01,-0.26,"5,573,500"
10/11/12,230.54,230.82,229.78,230.27,0.26,"3,037,600"
10/10/12,229.2,230.47,229.2,230.01,0.76,"2,837,100"
10/09/12,230.8,231.18,228.84,229.25,-1.41,"4,019,700"
10/05/12,229.87,230.76,228.09,230.66,0.55,"3,650,500"
10/04/12,229.38,230.53,229.15,230.11,0.57,"2,075,200"
10/03/12,229.34,229.79,228.69,229.54,0.32,"2,878,500"
10/02/12,229.36,230,228.8,229.22,0.42,"3,143,500"
10/01/12,228.34,229.69,227.75,228.8,1.05,"2,606,800"
09/28/12,227.12,227.92,226.36,227.75,-0.1,"3,920,100"
09/27/12,226.29,228.26,226.17,227.85,1.38,"6,497,000"
09/26/12,226.17,227.56,226,226.47,-0.4,"8,662,500"
09/25/12,226.52,227.75,226.52,226.87,0.35,"6,092,500"
09/24/12,225.2,227.15,225.2,226.52,1.09,"5,238,500"
09/21/12,225.86,226.69,225.43,225.43,-0.44,"11,841,800"
09/20/12,226.49,227.7,225.51,225.87,-1.34,"4,296,700"
09/19/12,227.75,228.27,226.97,227.21,-0.7,"5,042,000"
09/18/12,227.66,228.06,227.08,227.91,0.22,"3,270,500"
09/17/12,228.75,229.09,227.09,227.69,-1.4,"3,370,500"
09/14/12,230.98,231.17,228.52,229.09,-1.26,"3,326,300"
09/13/12,230.96,231.08,229.16,230.35,-0.63,"2,579,900"
09/12/12,232.63,232.72,230.35,230.98,-1.81,"4,004,200"
09/11/12,232.53,232.88,232.04,232.79,0.38,"4,368,000"
09/10/12,233.14,233.38,232.28,232.41,-0.64,"2,627,600"
09/07/12,232.49,233.05,232.08,233.05,0.5,"2,285,700"
09/06/12,230.96,232.67,230.43,232.55,2.12,"1,911,700"
09/05/12,230.52,231.05,229.87,230.43,-0.37,"2,615,500"
09/04/12,231.23,231.84,229.62,230.8,-0.32,"4,214,300"
08/31/12,231.84,232.6,231.12,231.12,-0.96,"2,580,600"
08/30/12,233.02,233.81,231.87,232.08,-1.12,"2,994,300"
08/29/12,233.04,233.28,232.26,233.2,0.19,"3,851,100"
08/28/12,233.6,234.59,232.65,233.01,-0.44,"2,356,900"
08/27/12,233.61,233.97,232.92,233.45,-0.45,"5,739,900"
08/24/12,233.3,234.31,233.22,233.9,0.67,"2,780,700"
08/23/12,233.65,233.91,232.74,233.23,-0.37,"5,037,200"
08/22/12,233.36,234.06,232.76,233.6,-0.25,"3,249,600"
08/21/12,233.8,234.89,233.47,233.85,-0.08,"6,625,800"
08/20/12,232.79,234.6,232.64,233.93,0.94,"6,481,800"
08/17/12,233.41,233.49,232.56,232.99,-0.5,"6,542,800"
08/16/12,233.51,233.75,232.87,233.49,0.4,"8,258,000"
08/15/12,232.89,233.27,232.36,233.09,0,"7,856,600"
08/14/12,233.85,234.05,233.05,233.09,-0.31,"6,383,200"
08/13/12,232.8,233.44,232.53,233.4,0.11,"3,817,400"
08/10/12,233.03,233.49,232.56,233.29,0.74,"2,275,700"
08/09/12,230.25,232.91,230.06,232.55,2.49,"3,397,100"
08/08/12,229.85,230.73,229.61,230.06,0.44,"5,399,600"
08/07/12,227.47,229.75,227.12,229.62,2.5,"5,051,700"
08/03/12,227.05,227.52,225.76,227.12,1.36,"2,783,500"
08/02/12,226.27,227.03,225.55,225.76,-1.27,"2,309,900"
08/01/12,226.77,227.9,226.28,227.03,0.82,"3,177,800"
07/31/12,228.04,228.17,226.02,226.21,-1.05,"3,475,200"
07/30/12,226.95,227.85,226.68,227.26,0.26,"3,341,500"
07/27/12,226.75,227.53,226.02,227,0.65,"4,774,200"
07/26/12,225.7,226.58,224.45,226.35,1.9,"6,555,800"
07/25/12,225.6,226.16,224.24,224.45,-1.71,"3,832,400"
07/24/12,226.61,227.17,225.95,226.16,-1.11,"5,444,400"
07/23/12,227.67,229.02,225.98,227.27,-1.75,"5,600,900"
07/20/12,228.92,229.51,228.14,229.02,-0.5,"12,334,500"
07/19/12,229.36,230.55,228.81,229.52,0.43,"5,507,600"
07/18/12,227.92,229.46,227.55,229.09,1.54,"3,276,900"
07/17/12,227.46,227.92,226.97,227.55,0.58,"3,738,700"
07/16/12,226.88,228.1,226.5,226.97,0.32,"6,658,900"
07/13/12,225.54,227.24,225.54,226.65,1.2,"3,724,900"
07/12/12,227.21,227.61,225.33,225.45,-2.23,"2,386,100"
07/11/12,225.05,228.14,224.61,227.68,3.04,"3,204,000"
07/10/12,223.08,225.6,222.97,224.64,0.9,"4,987,600"
07/09/12,223.97,224.68,222.88,223.74,-0.51,"4,666,100"
07/06/12,225.19,225.3,223.9,224.25,-1.09,"6,079,300"
07/05/12,225.62,227.33,225.3,225.34,-0.22,"5,657,000"
07/04/12,225.04,226.79,224.97,225.56,-0.08,"3,441,100"
07/03/12,223.19,226.02,222.72,225.64,3.59,"4,386,300"
06/29/12,222.96,223.32,221.68,222.05,0.29,"4,018,400"
06/28/12,221.15,221.96,220.13,221.76,0.12,"3,251,000"
06/27/12,220.54,221.64,220.21,221.64,1.28,"3,775,400"
06/26/12,219.34,220.49,219.34,220.36,0.88,"4,444,100"
06/25/12,220.53,221.38,219.09,219.48,-1.9,"6,859,800"
06/22/12,220.82,221.84,220.38,221.38,0.84,"4,152,200"
06/21/12,222.34,222.68,220.31,220.54,-2.17,"8,741,600"
06/20/12,222.2,223.46,221.45,222.71,1.13,"6,680,300"
06/19/12,218.55,221.66,218.28,221.58,3.38,"5,602,500"
06/18/12,214.97,218.2,214.81,218.2,2.95,"4,082,500"
06/15/12,215.76,216.9,215.25,215.25,-0.51,"8,693,900"
06/14/12,218.13,218.34,215.64,215.76,-2.61,"3,647,700"
06/13/12,216.85,219.25,216.81,218.37,0.66,"5,629,300"
06/12/12,218.05,218.07,216.64,217.71,-0.34,"5,695,000"
06/11/12,218.37,218.89,217.36,218.05,0.27,"2,753,200"
06/08/12,220,220.19,217.46,217.78,-2.57,"2,827,000"
06/07/12,219.83,220.64,219.38,220.35,0.76,"6,236,300"
06/06/12,218.66,219.92,218.58,219.59,0.57,"4,432,300"
06/05/12,216.91,219.55,216.68,219.02,2.16,"5,379,800"
06/04/12,216.93,217.64,215.04,216.86,-0.66,"5,699,800"
06/01/12,219.1,219.22,217.15,217.52,-1.7,"7,072,400"
05/31/12,216.9,219.83,216.75,219.22,2.41,"8,993,700"
05/30/12,217.4,218.83,216.51,216.81,-2.24,"5,395,300"
05/29/12,218.62,219.44,217.91,219.05,0.41,"5,129,700"
05/28/12,220.01,220.01,218.36,218.64,-1.05,"2,825,400"
05/25/12,219.78,220.79,219.2,219.69,0.05,"4,586,100"
05/24/12,218.65,220.68,218.26,219.64,1.38,"3,974,300"
05/23/12,216.99,218.42,216.72,218.26,0.37,"6,917,400"
05/22/12,219.54,219.54,217.79,217.89,-0.78,"6,751,800"
05/18/12,219.81,219.92,218.22,218.67,-0.44,"9,248,400"
05/17/12,220.02,220.63,218.83,219.11,-1.42,"5,310,200"
05/16/12,220.78,222.02,220.16,220.53,-0.96,"5,658,000"
05/15/12,222.11,222.65,221.22,221.49,-1.17,"3,153,900"
05/14/12,223,223.88,222.39,222.66,-1.09,"3,662,700"
05/11/12,223.7,224.13,223.36,223.75,0.35,"5,977,500"
05/10/12,222.64,223.55,221.91,223.4,1.1,"6,722,300"
05/09/12,221.6,223.12,221.52,222.3,-0.81,"4,299,900"
05/08/12,224.32,225.34,222.35,223.11,-2.23,"7,319,400"
05/07/12,224.2,226.31,224.2,225.34,0.47,"5,397,500"
05/04/12,225.39,225.95,224.14,224.87,-1.4,"11,278,300"
05/03/12,227.26,228.33,226.17,226.27,-1.16,"5,410,900"
05/02/12,226.51,227.99,226.39,227.43,-0.26,"8,221,300"
05/01/12,227.74,227.74,226.75,227.69,0,"8,403,900"
04/30/12,227.37,227.89,226.4,227.69,-0.35,"7,475,300"
04/27/12,225.04,228.53,224.89,228.04,3.05,"4,257,600"
04/26/12,225.23,225.75,224.73,224.99,-0.27,"3,679,500"
04/25/12,224.73,226.11,224.49,225.26,0.63,"16,465,300"
04/24/12,224.19,225.42,223.54,224.63,-0.05,"11,970,400"
04/23/12,224.24,225.6,223.6,224.68,-1.14,"6,055,000"
04/20/12,223.63,225.94,223.47,225.82,2.42,"9,720,100"
04/19/12,225.33,225.44,222.75,223.4,-2.14,"7,302,500"
04/18/12,224.49,226.57,221.56,225.54,3.98,"11,074,900"
04/17/12,221.17,221.96,220.76,221.56,1,"4,899,400"
04/16/12,218.88,220.84,218.88,220.56,1.66,"9,467,100"
04/13/12,220.48,220.66,218.79,218.9,-1.57,"5,995,600"
04/12/12,221.15,221.26,219.81,220.47,-0.6,"7,936,200"
04/11/12,219.32,221.39,219.3,221.07,1.37,"6,272,500"
04/10/12,220.11,220.34,218.85,219.7,-0.72,"5,308,000"
04/09/12,220.68,221.08,220.25,220.42,-0.74,"1,950,400"
04/05/12,220.35,221.32,219.85,221.16,0.49,"5,787,700"
04/04/12,219.62,220.75,219.46,220.67,-0.06,"3,850,500"
04/03/12,221.28,221.93,220.29,220.73,-1.2,"4,018,600"
04/02/12,219.49,222.13,219.49,221.93,2.2,"4,276,300"
03/30/12,219.39,220.25,218.95,219.73,0.17,"7,433,700"
03/29/12,220.34,220.52,218.59,219.56,-0.96,"9,314,600"
03/28/12,219.66,220.56,219.13,220.52,0.52,"10,107,800"
03/27/12,220.22,220.53,219.32,220,-0.77,"8,452,900"
03/26/12,219.58,221.13,219.02,220.77,1.34,"8,883,400"
03/23/12,217.11,219.43,216.65,219.43,2.26,"5,424,000"
03/22/12,215.63,217.49,215.17,217.17,1.53,"9,257,700"
03/21/12,213.27,215.87,213.12,215.64,1.65,"20,200,500"
03/20/12,214.63,214.69,213.35,213.99,-0.67,"76,501,400"
03/19/12,214.21,215.6,214.21,214.66,0.48,"23,456,400"
03/16/12,214.2,215.6,213.85,214.18,-0.53,"14,317,200"
03/15/12,213.82,214.71,210.51,214.71,3.28,"30,472,700"
03/14/12,213.63,214.09,211.26,211.43,-2.18,"7,295,000"
03/13/12,210.56,213.72,210.42,213.61,2.58,"13,579,400"
03/12/12,210.68,211.09,209.29,211.03,1.64,"27,735,900"
03/09/12,204.19,209.74,203.91,209.39,5.38,"17,043,300"
03/08/12,203.85,204.18,202.96,204.01,0.33,"5,361,700"
03/07/12,200.52,204.08,200.36,203.68,2.64,"5,228,600"
03/06/12,200.62,201.37,199.91,201.04,0.01,"3,790,000"
03/05/12,201.21,201.42,200.41,201.03,-0.17,"3,143,600"
03/02/12,201.7,201.9,200.83,201.2,-0.87,"2,625,600"
03/01/12,202.48,202.83,201.58,202.07,-0.72,"2,655,300"
02/29/12,201.17,202.79,200.73,202.79,1.99,"4,344,100"
02/28/12,199.24,201.35,199.24,200.8,1.59,"2,917,400"
02/27/12,198.18,199.76,197.74,199.21,0.79,"2,480,300"
02/24/12,199.86,199.86,198.18,198.42,-1.34,"3,287,700"
02/23/12,202.68,203.38,198.98,199.76,-3.62,"7,879,800"
02/22/12,202.19,203.67,202.02,203.38,1.21,"4,344,300"
02/21/12,200.74,202.76,200.74,202.17,1.35,"4,097,000"
02/17/12,200.53,200.92,199.64,200.82,0.15,"3,688,900"
02/16/12,200.7,201.16,200.09,200.67,-0.3,"3,577,800"
02/15/12,201.49,201.63,200.01,200.97,-0.09,"2,403,700"
02/14/12,199.95,201.29,199.87,201.06,1.28,"3,822,400"
02/13/12,200.18,200.55,199.01,199.78,0.04,"2,729,300"
02/10/12,201.6,202.13,198.89,199.74,-2.54,"3,744,500"
02/09/12,202.25,202.67,201.6,202.28,0.08,"3,630,100"
02/08/12,202.63,203.54,201.62,202.2,-0.06,"3,751,000"
02/07/12,202.54,202.77,201.46,202.26,0.11,"2,921,200"
02/06/12,202.57,202.94,201.49,202.15,-0.32,"2,311,600"
02/03/12,201.69,203.28,201.54,202.47,0.85,"3,239,100"
02/02/12,202.98,203.11,200.52,201.62,-1.21,"4,664,200"
02/01/12,204.74,205.12,202.79,202.83,-2.6,"4,685,500"
01/31/12,202.41,205.84,201.76,205.43,3.61,"4,821,700"
01/30/12,201.02,201.94,199.74,201.82,0.56,"4,306,600"
01/27/12,202.54,202.72,201.21,201.26,-0.98,"2,735,300"
01/26/12,203.73,203.97,201.78,202.24,-1.22,"3,066,400"
01/25/12,201.93,203.48,201.71,203.46,1.48,"5,565,100"
01/24/12,202.74,202.74,200.57,201.98,-0.76,"5,800,000"
01/23/12,202.34,203.17,201.83,202.74,0.37,"4,589,600"
01/20/12,203.26,203.69,201.33,202.37,-1,"2,937,000"
01/19/12,204.45,204.78,202.72,203.37,-1.36,"5,122,800"
01/18/12,202.49,205.46,202.49,204.73,1.9,"4,546,500"
01/17/12,203.17,203.28,202.1,202.83,0.3,"3,595,800"
01/16/12,202.48,203.19,202.03,202.53,0.12,"835,000"
01/13/12,202.52,203.02,201.19,202.41,-0.45,"2,953,100"
01/12/12,203.81,204.31,202.62,202.86,-0.84,"3,417,500"
01/11/12,203.02,204.53,202.86,203.7,0.84,"4,302,400"
01/10/12,203.49,203.65,202.6,202.86,0.09,"2,653,900"
01/09/12,203.62,203.78,202.46,202.77,-1.02,"2,562,700"
01/06/12,204.16,204.41,202.99,203.79,-0.62,"2,068,900"
01/05/12,204.83,205.12,202.96,204.41,-0.81,"3,221,100"
01/04/12,204.78,205.63,204.51,205.22,0.1,"2,637,400"
01/03/12,206.48,207.1,203.79,205.12,-0.65,"2,729,100"
12/30/11,204.05,206.03,204.01,205.77,1.31,"1,894,600"
12/29/11,203.07,204.49,202.9,204.46,1.63,"2,157,600"
12/28/11,204.36,204.7,201.44,202.83,-1.75,"1,880,600"
12/23/11,204.76,205.62,204.42,204.58,-0.12,"3,176,600"
12/22/11,204.4,204.96,203.84,204.7,0.19,"2,496,400"
12/21/11,203.31,204.94,203.29,204.51,1.11,"5,720,800"
12/20/11,202.5,204.22,202.16,203.4,1.38,"4,139,500"
12/19/11,201.42,202.2,200.9,202.02,1.12,"3,444,900"
12/16/11,203.44,204.7,200.9,200.9,-2.39,"8,411,000"
12/15/11,205.27,205.59,202.65,203.29,-1.28,"3,563,000"
12/14/11,206.4,207.27,204.17,204.57,-1.91,"3,934,900"
12/13/11,206.38,207.31,205.3,206.48,0,"3,721,600"
12/12/11,204.25,206.48,203.3,206.48,1.44,"4,830,000"
12/09/11,204.63,205.82,204.51,205.04,0.53,"3,070,000"
12/08/11,205.57,206.05,203.94,204.51,-1.35,"3,519,400"
12/07/11,205.2,206.3,204.69,205.86,0.96,"4,725,700"
12/06/11,204.55,205.59,204.07,204.9,0.28,"3,254,400"
12/05/11,204.15,206.73,203.56,204.62,1.06,"2,494,200"
12/02/11,205.87,205.93,202.94,203.56,-1.72,"2,719,000"
12/01/11,203.2,206.87,202.6,205.28,2.68,"3,916,300"
11/30/11,199.86,202.71,198.64,202.6,3.96,"4,259,600"
